review_id,visit_id,review
2035,1968,"If I would have a choice of 0 stars or negative, I would go for it. Waiting time is over 10 hours with only 4-5 patients in front of me. Almost 5 hours they did not call anybody. Last time I was here the doctor probably put the wrong diagnosis and did not even look at my child, they just sent me a student to ask questions."
2036,1232,"Love Quebec's Hospitals, especially children's hospitals, very nice staff, nurses and doctors. Thank you! 🙏"
2037,8954,Best hospital ever they have the fastest surgery’s that only last up to 4hours they get u water like sonic they are so fast and good with service my room was room 7115
2038,4372,Best hospital ever for our little ones! So many little things make all the difference in our babie's experience. It makes their healing so much better and faster.
2039,4298,"They show labs to the kids, good time"
2040,8858,
2041,1043,
2042,9769,
2043,3169,
2044,4244,
2045,3825,
2046,1515,
2047,6154,
2048,4550,
2049,7657,
2050,6414,
2051,7096,
2052,3910,
2053,9333,
2054,6974,
2055,9997,
2056,4418,
2057,9274,
2058,5054,
2059,5614,
2060,8595,
2061,3561,
2062,4529,"Après avoir appelé trois fois en 2023 pour avoir un suivi pour son rein gauche, obligatoire par Saint-Justine et me faire répondre: ""c'est nous qui appelons monsieur, cessez d'appeler"" eh bien mon fils a fait une crise avec une douleur si intense qu'il en a vomi. Il a fallu que Charles-LeMoyne presse Saint-Justine pour avoir un suivi.Deux fois le médecin devait m'appeler pour me dire la marche à suivre et il ne l'a pas fait...Résultat, j'ai eu un rendez-vous très rapidement en médecine nucléaire pour voir l'état du drainage de son rein. Il est bouché. Pas étonnant que Saint-Justine soit surprise, un an et demi sans suivi quand ils ont eux-même statué un suivi au six mois.Par contre, une fois à L'hôpital et pris en charge, cela va très bien. Le personnel était souriant et ils m'ont tout expliqué avec détails.Néanmoins, je songe à transférer le dossier de mon fils au Children.#: santé, Hôpital, urgence, clinique, radiologie, médecin, médecine nucléaire, Montréal"
2063,5272,"Ma fille a été hospitalisé pendant deux semaine!elle a été prise en charge très rapidement. Le Personnels de cette hôpital :professionnel,a l'écoute ❤️extraordinaires même l'équipe de nettoyage."
2064,7991,"Ouf! Quand je suis ici pour mes enfants, ils y ont toujours eu une excellente expérience malgré que les lieux puissent être déroutants et lugubres. Il y aura toujours des rénovations, mais les années passent et je trouve que cette hôpital s'embellit constamment. Ça me touche énormément au cœur, chaque fois que je passe le tourniquet."
2065,9446,"Ma fille est née là bas. Les conditions étaient excellentes. Beaucoup de professionnalisme et un personnel avenant.Hier soir ma fille s'est blessé. Moins d'une heure plutard a été prise à charge, …"
2066,6531,"Rapidité de prise en charge pour un poupon en détresse respiratoire. Dieu merci et respect aux infirmières, étudiants et médecins vues lors de notre visite. Nous avons fait la salle d'observation de l'urgence, une chambre en pédiatrie et …"
2067,1931,"Le meilleur hôpital pour les enfants. Les infirmières et médecins savent s’y prendre avec eux (et avec les parents inquiets). Le bâtiment est bien entretenu, c’est facile de s’y retrouver. La décoration est ludique, les salles sont adaptées …"
2068,9205,Hôpital pour enfants par excellence au Québec... Merci à tous les généreux donateurs...
2069,5533,"S.V.P. Allez pas là pour le nez en rhumer de votre petit à moins d'un sérieux doute ou de complications mais pour tout autres problèmes reliés à la santé qui demanderaient l'avis ou l'intervention d'un spécialiste de l'enfance , Ste-Justine devrait être votre premiere destination pour les jeunes ."
2070,8494,Le meilleur endroit où aller quand votre bébé est malade. Toujours servis de façon courtois et c'est beaucoup plus rapide qu'un hôpital normal.
2071,9970,Superbe service.Ma fille est rentré ce matin pour des douleurs au ventre et on la pris en charge immédiatement. …
2072,5217,Les belles rien d'innovations suffisamment fort
2073,2323,Les chambres du nouveau pavillon sont magnifiques.
2074,5264,"If you have an 8:00AM appt I suggest you arrive for 645, get your hospital card if you don't have one, check in, (my kid had fracture so needed a f/u x ray) then you go back and wait to see Dr. By then there is a hoard of ppl in waiting …"
2075,2268,"If I would have a choice of 0 stars or negative, I would go for it. Waiting time is over 10 hours with only 4-5 patients in front of me. Almost 5 hours they did not call anybody. Last time I was here the doctor probably put the wrong diagnosis and did not even look at my child, they just sent me a student to ask questions."
2076,5879,"Love Quebec's Hospitals, especially children's hospitals, very nice staff, nurses and doctors. Thank you! 🙏"
2077,9192,Best hospital ever they have the fastest surgery’s that only last up to 4hours they get u water like sonic they are so fast and good with service my room was room 7115
2078,6411,Best hospital ever for our little ones! So many little things make all the difference in our babie's experience. It makes their healing so much better and faster.
2079,6729,"They show labs to the kids, good time"
2080,4470,
2081,2798,
2082,9792,
2083,6123,
2084,2348,
2085,2125,
2086,8007,
2087,2947,
2088,5722,
2089,7723,
2090,8970,
2091,9617,
2092,5877,
2093,9063,
2094,1362,
2095,7824,
2096,8661,
2097,7950,
2098,5419,
2099,5751,
2100,8652,
2101,1746,
2102,4762,"Après avoir appelé trois fois en 2023 pour avoir un suivi pour son rein gauche, obligatoire par Saint-Justine et me faire répondre: ""c'est nous qui appelons monsieur, cessez d'appeler"" eh bien mon fils a fait une crise avec une douleur si intense qu'il en a vomi. Il a fallu que Charles-LeMoyne presse Saint-Justine pour avoir un suivi.Deux fois le médecin devait m'appeler pour me dire la marche à suivre et il ne l'a pas fait...Résultat, j'ai eu un rendez-vous très rapidement en médecine nucléaire pour voir l'état du drainage de son rein. Il est bouché. Pas étonnant que Saint-Justine soit surprise, un an et demi sans suivi quand ils ont eux-même statué un suivi au six mois.Par contre, une fois à L'hôpital et pris en charge, cela va très bien. Le personnel était souriant et ils m'ont tout expliqué avec détails.Néanmoins, je songe à transférer le dossier de mon fils au Children.#: santé, Hôpital, urgence, clinique, radiologie, médecin, médecine nucléaire, Montréal"
2103,7188,"Ma fille a été hospitalisé pendant deux semaine!elle a été prise en charge très rapidement. Le Personnels de cette hôpital :professionnel,a l'écoute ❤️extraordinaires même l'équipe de nettoyage."
2104,9532,"Ouf! Quand je suis ici pour mes enfants, ils y ont toujours eu une excellente expérience malgré que les lieux puissent être déroutants et lugubres. Il y aura toujours des rénovations, mais les années passent et je trouve que cette hôpital s'embellit constamment. Ça me touche énormément au cœur, chaque fois que je passe le tourniquet."
2105,1564,"Ma fille est née là bas. Les conditions étaient excellentes. Beaucoup de professionnalisme et un personnel avenant.Hier soir ma fille s'est blessé. Moins d'une heure plutard a été prise à charge, …"
2106,2945,"Rapidité de prise en charge pour un poupon en détresse respiratoire. Dieu merci et respect aux infirmières, étudiants et médecins vues lors de notre visite. Nous avons fait la salle d'observation de l'urgence, une chambre en pédiatrie et …"
2107,5268,"Le meilleur hôpital pour les enfants. Les infirmières et médecins savent s’y prendre avec eux (et avec les parents inquiets). Le bâtiment est bien entretenu, c’est facile de s’y retrouver. La décoration est ludique, les salles sont adaptées …"
2108,5177,Hôpital pour enfants par excellence au Québec... Merci à tous les généreux donateurs...
2109,9837,"S.V.P. Allez pas là pour le nez en rhumer de votre petit à moins d'un sérieux doute ou de complications mais pour tout autres problèmes reliés à la santé qui demanderaient l'avis ou l'intervention d'un spécialiste de l'enfance , Ste-Justine devrait être votre premiere destination pour les jeunes ."
2110,1711,Le meilleur endroit où aller quand votre bébé est malade. Toujours servis de façon courtois et c'est beaucoup plus rapide qu'un hôpital normal.
2111,6956,Superbe service.Ma fille est rentré ce matin pour des douleurs au ventre et on la pris en charge immédiatement. …
2112,8775,Les belles rien d'innovations suffisamment fort
2113,1106,Les chambres du nouveau pavillon sont magnifiques.
2114,1754,"If you have an 8:00AM appt I suggest you arrive for 645, get your hospital card if you don't have one, check in, (my kid had fracture so needed a f/u x ray) then you go back and wait to see Dr. By then there is a hoard of ppl in waiting …"
2115,2627,"If I would have a choice of 0 stars or negative, I would go for it. Waiting time is over 10 hours with only 4-5 patients in front of me. Almost 5 hours they did not call anybody. Last time I was here the doctor probably put the wrong diagnosis and did not even look at my child, they just sent me a student to ask questions."
2116,8659,"Love Quebec's Hospitals, especially children's hospitals, very nice staff, nurses and doctors. Thank you! 🙏"
2117,1937,Best hospital ever they have the fastest surgery’s that only last up to 4hours they get u water like sonic they are so fast and good with service my room was room 7115
2118,5509,Best hospital ever for our little ones! So many little things make all the difference in our babie's experience. It makes their healing so much better and faster.
2119,5082,"They show labs to the kids, good time"
2120,6484,
2121,5150,
2122,8193,
2123,9721,
2124,3479,
2125,4134,
2126,9030,
2127,5094,
2128,8120,
2129,7309,
2130,2289,
2131,5748,
2132,2397,
2133,2825,
2134,1702,
2135,7660,
2136,3885,
2137,5733,
2138,6196,
2139,1681,
2140,8936,
2141,2769,
2142,8521,"Après avoir appelé trois fois en 2023 pour avoir un suivi pour son rein gauche, obligatoire par Saint-Justine et me faire répondre: ""c'est nous qui appelons monsieur, cessez d'appeler"" eh bien mon fils a fait une crise avec une douleur si intense qu'il en a vomi. Il a fallu que Charles-LeMoyne presse Saint-Justine pour avoir un suivi.Deux fois le médecin devait m'appeler pour me dire la marche à suivre et il ne l'a pas fait...Résultat, j'ai eu un rendez-vous très rapidement en médecine nucléaire pour voir l'état du drainage de son rein. Il est bouché. Pas étonnant que Saint-Justine soit surprise, un an et demi sans suivi quand ils ont eux-même statué un suivi au six mois.Par contre, une fois à L'hôpital et pris en charge, cela va très bien. Le personnel était souriant et ils m'ont tout expliqué avec détails.Néanmoins, je songe à transférer le dossier de mon fils au Children.#: santé, Hôpital, urgence, clinique, radiologie, médecin, médecine nucléaire, Montréal"
2143,3737,"Ma fille a été hospitalisé pendant deux semaine!elle a été prise en charge très rapidement. Le Personnels de cette hôpital :professionnel,a l'écoute ❤️extraordinaires même l'équipe de nettoyage."
2144,7555,"Ouf! Quand je suis ici pour mes enfants, ils y ont toujours eu une excellente expérience malgré que les lieux puissent être déroutants et lugubres. Il y aura toujours des rénovations, mais les années passent et je trouve que cette hôpital s'embellit constamment. Ça me touche énormément au cœur, chaque fois que je passe le tourniquet."
2145,8462,"Ma fille est née là bas. Les conditions étaient excellentes. Beaucoup de professionnalisme et un personnel avenant.Hier soir ma fille s'est blessé. Moins d'une heure plutard a été prise à charge, …"
2146,3155,"Rapidité de prise en charge pour un poupon en détresse respiratoire. Dieu merci et respect aux infirmières, étudiants et médecins vues lors de notre visite. Nous avons fait la salle d'observation de l'urgence, une chambre en pédiatrie et …"
2147,5723,"Le meilleur hôpital pour les enfants. Les infirmières et médecins savent s’y prendre avec eux (et avec les parents inquiets). Le bâtiment est bien entretenu, c’est facile de s’y retrouver. La décoration est ludique, les salles sont adaptées …"
2148,9170,Hôpital pour enfants par excellence au Québec... Merci à tous les généreux donateurs...
2149,5550,"S.V.P. Allez pas là pour le nez en rhumer de votre petit à moins d'un sérieux doute ou de complications mais pour tout autres problèmes reliés à la santé qui demanderaient l'avis ou l'intervention d'un spécialiste de l'enfance , Ste-Justine devrait être votre premiere destination pour les jeunes ."
2150,3982,Le meilleur endroit où aller quand votre bébé est malade. Toujours servis de façon courtois et c'est beaucoup plus rapide qu'un hôpital normal.
2151,7257,Superbe service.Ma fille est rentré ce matin pour des douleurs au ventre et on la pris en charge immédiatement. …
2152,5455,Les belles rien d'innovations suffisamment fort
2153,1040,Les chambres du nouveau pavillon sont magnifiques.
2154,5190,"If you have an 8:00AM appt I suggest you arrive for 645, get your hospital card if you don't have one, check in, (my kid had fracture so needed a f/u x ray) then you go back and wait to see Dr. By then there is a hoard of ppl in waiting …"
2155,8332,"If I would have a choice of 0 stars or negative, I would go for it. Waiting time is over 10 hours with only 4-5 patients in front of me. Almost 5 hours they did not call anybody. Last time I was here the doctor probably put the wrong diagnosis and did not even look at my child, they just sent me a student to ask questions."
2156,2947,"Love Quebec's Hospitals, especially children's hospitals, very nice staff, nurses and doctors. Thank you! 🙏"
2157,1696,Best hospital ever they have the fastest surgery’s that only last up to 4hours they get u water like sonic they are so fast and good with service my room was room 7115
2158,8295,Best hospital ever for our little ones! So many little things make all the difference in our babie's experience. It makes their healing so much better and faster.
2159,2311,"They show labs to the kids, good time"
2160,3864,
2161,8147,
2162,5483,
2163,5599,
2164,2703,
2165,6132,
2166,4531,
2167,6752,
2168,5466,
2169,6039,
2170,5409,
2171,3197,
2172,1524,
2173,7127,
2174,1657,
2175,7567,
2176,9095,
2177,6789,
2178,7583,
2179,3497,
2180,9983,
2181,6005,
2182,1136,"Après avoir appelé trois fois en 2023 pour avoir un suivi pour son rein gauche, obligatoire par Saint-Justine et me faire répondre: ""c'est nous qui appelons monsieur, cessez d'appeler"" eh bien mon fils a fait une crise avec une douleur si intense qu'il en a vomi. Il a fallu que Charles-LeMoyne presse Saint-Justine pour avoir un suivi.Deux fois le médecin devait m'appeler pour me dire la marche à suivre et il ne l'a pas fait...Résultat, j'ai eu un rendez-vous très rapidement en médecine nucléaire pour voir l'état du drainage de son rein. Il est bouché. Pas étonnant que Saint-Justine soit surprise, un an et demi sans suivi quand ils ont eux-même statué un suivi au six mois.Par contre, une fois à L'hôpital et pris en charge, cela va très bien. Le personnel était souriant et ils m'ont tout expliqué avec détails.Néanmoins, je songe à transférer le dossier de mon fils au Children.#: santé, Hôpital, urgence, clinique, radiologie, médecin, médecine nucléaire, Montréal"
2183,3258,"Ma fille a été hospitalisé pendant deux semaine!elle a été prise en charge très rapidement. Le Personnels de cette hôpital :professionnel,a l'écoute ❤️extraordinaires même l'équipe de nettoyage."
2184,9603,"Ouf! Quand je suis ici pour mes enfants, ils y ont toujours eu une excellente expérience malgré que les lieux puissent être déroutants et lugubres. Il y aura toujours des rénovations, mais les années passent et je trouve que cette hôpital s'embellit constamment. Ça me touche énormément au cœur, chaque fois que je passe le tourniquet."
2185,1419,"Ma fille est née là bas. Les conditions étaient excellentes. Beaucoup de professionnalisme et un personnel avenant.Hier soir ma fille s'est blessé. Moins d'une heure plutard a été prise à charge, …"
2186,7494,"Rapidité de prise en charge pour un poupon en détresse respiratoire. Dieu merci et respect aux infirmières, étudiants et médecins vues lors de notre visite. Nous avons fait la salle d'observation de l'urgence, une chambre en pédiatrie et …"
2187,1972,"Le meilleur hôpital pour les enfants. Les infirmières et médecins savent s’y prendre avec eux (et avec les parents inquiets). Le bâtiment est bien entretenu, c’est facile de s’y retrouver. La décoration est ludique, les salles sont adaptées …"
2188,3349,Hôpital pour enfants par excellence au Québec... Merci à tous les généreux donateurs...
2189,4920,"S.V.P. Allez pas là pour le nez en rhumer de votre petit à moins d'un sérieux doute ou de complications mais pour tout autres problèmes reliés à la santé qui demanderaient l'avis ou l'intervention d'un spécialiste de l'enfance , Ste-Justine devrait être votre premiere destination pour les jeunes ."
2190,8319,Le meilleur endroit où aller quand votre bébé est malade. Toujours servis de façon courtois et c'est beaucoup plus rapide qu'un hôpital normal.
2191,3814,Superbe service.Ma fille est rentré ce matin pour des douleurs au ventre et on la pris en charge immédiatement. …
2192,8410,Les belles rien d'innovations suffisamment fort
2193,1746,Les chambres du nouveau pavillon sont magnifiques.
2194,1968,"If you have an 8:00AM appt I suggest you arrive for 645, get your hospital card if you don't have one, check in, (my kid had fracture so needed a f/u x ray) then you go back and wait to see Dr. By then there is a hoard of ppl in waiting …"
2195,9183,"If I would have a choice of 0 stars or negative, I would go for it. Waiting time is over 10 hours with only 4-5 patients in front of me. Almost 5 hours they did not call anybody. Last time I was here the doctor probably put the wrong diagnosis and did not even look at my child, they just sent me a student to ask questions."
2196,3512,"Love Quebec's Hospitals, especially children's hospitals, very nice staff, nurses and doctors. Thank you! 🙏"
2197,6066,Best hospital ever they have the fastest surgery’s that only last up to 4hours they get u water like sonic they are so fast and good with service my room was room 7115
2198,2935,Best hospital ever for our little ones! So many little things make all the difference in our babie's experience. It makes their healing so much better and faster.
2199,9678,"They show labs to the kids, good time"
2200,7013,
2201,5952,
2202,6871,
2203,3880,
2204,8555,
2205,5058,
2206,3964,
2207,6103,
2208,3494,
2209,4096,
2210,7127,
2211,1297,
2212,7870,
2213,7094,
2214,9002,
2215,5331,
2216,6144,
2217,4668,
2218,6795,
2219,4502,
2220,5640,
2221,6674,
2222,1860,"Après avoir appelé trois fois en 2023 pour avoir un suivi pour son rein gauche, obligatoire par Saint-Justine et me faire répondre: ""c'est nous qui appelons monsieur, cessez d'appeler"" eh bien mon fils a fait une crise avec une douleur si intense qu'il en a vomi. Il a fallu que Charles-LeMoyne presse Saint-Justine pour avoir un suivi.Deux fois le médecin devait m'appeler pour me dire la marche à suivre et il ne l'a pas fait...Résultat, j'ai eu un rendez-vous très rapidement en médecine nucléaire pour voir l'état du drainage de son rein. Il est bouché. Pas étonnant que Saint-Justine soit surprise, un an et demi sans suivi quand ils ont eux-même statué un suivi au six mois.Par contre, une fois à L'hôpital et pris en charge, cela va très bien. Le personnel était souriant et ils m'ont tout expliqué avec détails.Néanmoins, je songe à transférer le dossier de mon fils au Children.#: santé, Hôpital, urgence, clinique, radiologie, médecin, médecine nucléaire, Montréal"
2223,7181,"Ma fille a été hospitalisé pendant deux semaine!elle a été prise en charge très rapidement. Le Personnels de cette hôpital :professionnel,a l'écoute ❤️extraordinaires même l'équipe de nettoyage."
2224,1228,"Ouf! Quand je suis ici pour mes enfants, ils y ont toujours eu une excellente expérience malgré que les lieux puissent être déroutants et lugubres. Il y aura toujours des rénovations, mais les années passent et je trouve que cette hôpital s'embellit constamment. Ça me touche énormément au cœur, chaque fois que je passe le tourniquet."
2225,2079,"Ma fille est née là bas. Les conditions étaient excellentes. Beaucoup de professionnalisme et un personnel avenant.Hier soir ma fille s'est blessé. Moins d'une heure plutard a été prise à charge, …"
2226,6994,"Rapidité de prise en charge pour un poupon en détresse respiratoire. Dieu merci et respect aux infirmières, étudiants et médecins vues lors de notre visite. Nous avons fait la salle d'observation de l'urgence, une chambre en pédiatrie et …"
2227,1355,"Le meilleur hôpital pour les enfants. Les infirmières et médecins savent s’y prendre avec eux (et avec les parents inquiets). Le bâtiment est bien entretenu, c’est facile de s’y retrouver. La décoration est ludique, les salles sont adaptées …"
2228,8233,Hôpital pour enfants par excellence au Québec... Merci à tous les généreux donateurs...
2229,6349,"S.V.P. Allez pas là pour le nez en rhumer de votre petit à moins d'un sérieux doute ou de complications mais pour tout autres problèmes reliés à la santé qui demanderaient l'avis ou l'intervention d'un spécialiste de l'enfance , Ste-Justine devrait être votre premiere destination pour les jeunes ."
2230,3403,Le meilleur endroit où aller quand votre bébé est malade. Toujours servis de façon courtois et c'est beaucoup plus rapide qu'un hôpital normal.
2231,8522,Superbe service.Ma fille est rentré ce matin pour des douleurs au ventre et on la pris en charge immédiatement. …
2232,1091,Les belles rien d'innovations suffisamment fort
2233,9689,Les chambres du nouveau pavillon sont magnifiques.
2234,3299,"If you have an 8:00AM appt I suggest you arrive for 645, get your hospital card if you don't have one, check in, (my kid had fracture so needed a f/u x ray) then you go back and wait to see Dr. By then there is a hoard of ppl in waiting …"
2235,5970,"If I would have a choice of 0 stars or negative, I would go for it. Waiting time is over 10 hours with only 4-5 patients in front of me. Almost 5 hours they did not call anybody. Last time I was here the doctor probably put the wrong diagnosis and did not even look at my child, they just sent me a student to ask questions."
2236,7660,"Love Quebec's Hospitals, especially children's hospitals, very nice staff, nurses and doctors. Thank you! 🙏"
2237,1902,Best hospital ever they have the fastest surgery’s that only last up to 4hours they get u water like sonic they are so fast and good with service my room was room 7115
2238,8427,Best hospital ever for our little ones! So many little things make all the difference in our babie's experience. It makes their healing so much better and faster.
2239,3727,"They show labs to the kids, good time"
2240,8268,
2241,7555,
2242,1300,
2243,7400,
2244,3781,
2245,1846,
2246,2152,
2247,4328,
2248,7240,
2249,2908,
2250,7173,
2251,8557,
2252,3117,
2253,5793,
2254,5714,
2255,9208,
2256,2929,
2257,7874,
2258,6351,
2259,2782,
2260,8600,
2261,7100,
2262,7255,"Après avoir appelé trois fois en 2023 pour avoir un suivi pour son rein gauche, obligatoire par Saint-Justine et me faire répondre: ""c'est nous qui appelons monsieur, cessez d'appeler"" eh bien mon fils a fait une crise avec une douleur si intense qu'il en a vomi. Il a fallu que Charles-LeMoyne presse Saint-Justine pour avoir un suivi.Deux fois le médecin devait m'appeler pour me dire la marche à suivre et il ne l'a pas fait...Résultat, j'ai eu un rendez-vous très rapidement en médecine nucléaire pour voir l'état du drainage de son rein. Il est bouché. Pas étonnant que Saint-Justine soit surprise, un an et demi sans suivi quand ils ont eux-même statué un suivi au six mois.Par contre, une fois à L'hôpital et pris en charge, cela va très bien. Le personnel était souriant et ils m'ont tout expliqué avec détails.Néanmoins, je songe à transférer le dossier de mon fils au Children.#: santé, Hôpital, urgence, clinique, radiologie, médecin, médecine nucléaire, Montréal"
2263,6708,"Ma fille a été hospitalisé pendant deux semaine!elle a été prise en charge très rapidement. Le Personnels de cette hôpital :professionnel,a l'écoute ❤️extraordinaires même l'équipe de nettoyage."
2264,2560,"Ouf! Quand je suis ici pour mes enfants, ils y ont toujours eu une excellente expérience malgré que les lieux puissent être déroutants et lugubres. Il y aura toujours des rénovations, mais les années passent et je trouve que cette hôpital s'embellit constamment. Ça me touche énormément au cœur, chaque fois que je passe le tourniquet."
2265,4845,"Ma fille est née là bas. Les conditions étaient excellentes. Beaucoup de professionnalisme et un personnel avenant.Hier soir ma fille s'est blessé. Moins d'une heure plutard a été prise à charge, …"
2266,1076,"Rapidité de prise en charge pour un poupon en détresse respiratoire. Dieu merci et respect aux infirmières, étudiants et médecins vues lors de notre visite. Nous avons fait la salle d'observation de l'urgence, une chambre en pédiatrie et …"
2267,4627,"Le meilleur hôpital pour les enfants. Les infirmières et médecins savent s’y prendre avec eux (et avec les parents inquiets). Le bâtiment est bien entretenu, c’est facile de s’y retrouver. La décoration est ludique, les salles sont adaptées …"
2268,4349,Hôpital pour enfants par excellence au Québec... Merci à tous les généreux donateurs...
2269,8652,"S.V.P. Allez pas là pour le nez en rhumer de votre petit à moins d'un sérieux doute ou de complications mais pour tout autres problèmes reliés à la santé qui demanderaient l'avis ou l'intervention d'un spécialiste de l'enfance , Ste-Justine devrait être votre premiere destination pour les jeunes ."
2270,8665,Le meilleur endroit où aller quand votre bébé est malade. Toujours servis de façon courtois et c'est beaucoup plus rapide qu'un hôpital normal.
2271,7654,Superbe service.Ma fille est rentré ce matin pour des douleurs au ventre et on la pris en charge immédiatement. …
2272,7508,Les belles rien d'innovations suffisamment fort
2273,2548,Les chambres du nouveau pavillon sont magnifiques.
2274,9837,"If you have an 8:00AM appt I suggest you arrive for 645, get your hospital card if you don't have one, check in, (my kid had fracture so needed a f/u x ray) then you go back and wait to see Dr. By then there is a hoard of ppl in waiting …"
2275,2660,"If I would have a choice of 0 stars or negative, I would go for it. Waiting time is over 10 hours with only 4-5 patients in front of me. Almost 5 hours they did not call anybody. Last time I was here the doctor probably put the wrong diagnosis and did not even look at my child, they just sent me a student to ask questions."
2276,7741,"Love Quebec's Hospitals, especially children's hospitals, very nice staff, nurses and doctors. Thank you! 🙏"
2277,3863,Best hospital ever they have the fastest surgery’s that only last up to 4hours they get u water like sonic they are so fast and good with service my room was room 7115
2278,3042,Best hospital ever for our little ones! So many little things make all the difference in our babie's experience. It makes their healing so much better and faster.
2279,4846,"They show labs to the kids, good time"
2280,1068,
2281,6321,
2282,9096,
2283,7090,
2284,5571,
2285,2296,
2286,2762,
2287,8318,
2288,6245,
2289,2052,
2290,3673,
2291,9142,
2292,8013,
2293,2157,
2294,2602,
2295,6539,
2296,9907,
2297,3637,
2298,7115,
2299,8647,
2300,6598,
2301,8429,
2302,7235,"Après avoir appelé trois fois en 2023 pour avoir un suivi pour son rein gauche, obligatoire par Saint-Justine et me faire répondre: ""c'est nous qui appelons monsieur, cessez d'appeler"" eh bien mon fils a fait une crise avec une douleur si intense qu'il en a vomi. Il a fallu que Charles-LeMoyne presse Saint-Justine pour avoir un suivi.Deux fois le médecin devait m'appeler pour me dire la marche à suivre et il ne l'a pas fait...Résultat, j'ai eu un rendez-vous très rapidement en médecine nucléaire pour voir l'état du drainage de son rein. Il est bouché. Pas étonnant que Saint-Justine soit surprise, un an et demi sans suivi quand ils ont eux-même statué un suivi au six mois.Par contre, une fois à L'hôpital et pris en charge, cela va très bien. Le personnel était souriant et ils m'ont tout expliqué avec détails.Néanmoins, je songe à transférer le dossier de mon fils au Children.#: santé, Hôpital, urgence, clinique, radiologie, médecin, médecine nucléaire, Montréal"
2303,5584,"Ma fille a été hospitalisé pendant deux semaine!elle a été prise en charge très rapidement. Le Personnels de cette hôpital :professionnel,a l'écoute ❤️extraordinaires même l'équipe de nettoyage."
2304,4226,"Ouf! Quand je suis ici pour mes enfants, ils y ont toujours eu une excellente expérience malgré que les lieux puissent être déroutants et lugubres. Il y aura toujours des rénovations, mais les années passent et je trouve que cette hôpital s'embellit constamment. Ça me touche énormément au cœur, chaque fois que je passe le tourniquet."
2305,8452,"Ma fille est née là bas. Les conditions étaient excellentes. Beaucoup de professionnalisme et un personnel avenant.Hier soir ma fille s'est blessé. Moins d'une heure plutard a été prise à charge, …"
2306,1999,"Rapidité de prise en charge pour un poupon en détresse respiratoire. Dieu merci et respect aux infirmières, étudiants et médecins vues lors de notre visite. Nous avons fait la salle d'observation de l'urgence, une chambre en pédiatrie et …"
2307,3471,"Le meilleur hôpital pour les enfants. Les infirmières et médecins savent s’y prendre avec eux (et avec les parents inquiets). Le bâtiment est bien entretenu, c’est facile de s’y retrouver. La décoration est ludique, les salles sont adaptées …"
2308,1105,Hôpital pour enfants par excellence au Québec... Merci à tous les généreux donateurs...
2309,7831,"S.V.P. Allez pas là pour le nez en rhumer de votre petit à moins d'un sérieux doute ou de complications mais pour tout autres problèmes reliés à la santé qui demanderaient l'avis ou l'intervention d'un spécialiste de l'enfance , Ste-Justine devrait être votre premiere destination pour les jeunes ."
2310,5473,Le meilleur endroit où aller quand votre bébé est malade. Toujours servis de façon courtois et c'est beaucoup plus rapide qu'un hôpital normal.
2311,6558,Superbe service.Ma fille est rentré ce matin pour des douleurs au ventre et on la pris en charge immédiatement. …
2312,3432,Les belles rien d'innovations suffisamment fort
2313,9459,Les chambres du nouveau pavillon sont magnifiques.
2314,9371,"If you have an 8:00AM appt I suggest you arrive for 645, get your hospital card if you don't have one, check in, (my kid had fracture so needed a f/u x ray) then you go back and wait to see Dr. By then there is a hoard of ppl in waiting …"
2315,1611,"If I would have a choice of 0 stars or negative, I would go for it. Waiting time is over 10 hours with only 4-5 patients in front of me. Almost 5 hours they did not call anybody. Last time I was here the doctor probably put the wrong diagnosis and did not even look at my child, they just sent me a student to ask questions."
2316,1964,"Love Quebec's Hospitals, especially children's hospitals, very nice staff, nurses and doctors. Thank you! 🙏"
2317,8962,Best hospital ever they have the fastest surgery’s that only last up to 4hours they get u water like sonic they are so fast and good with service my room was room 7115
2318,7641,Best hospital ever for our little ones! So many little things make all the difference in our babie's experience. It makes their healing so much better and faster.
2319,9924,"They show labs to the kids, good time"
2320,6008,
2321,2026,
2322,3273,
2323,3628,
2324,2886,
2325,8428,
2326,3383,
2327,6247,
2328,5373,
2329,4961,
2330,3050,
2331,1701,
2332,7318,
2333,6230,
2334,3336,
2335,9423,
2336,4773,
2337,9577,
2338,4929,
2339,1264,
2340,6679,
2341,2024,
2342,1163,"Après avoir appelé trois fois en 2023 pour avoir un suivi pour son rein gauche, obligatoire par Saint-Justine et me faire répondre: ""c'est nous qui appelons monsieur, cessez d'appeler"" eh bien mon fils a fait une crise avec une douleur si intense qu'il en a vomi. Il a fallu que Charles-LeMoyne presse Saint-Justine pour avoir un suivi.Deux fois le médecin devait m'appeler pour me dire la marche à suivre et il ne l'a pas fait...Résultat, j'ai eu un rendez-vous très rapidement en médecine nucléaire pour voir l'état du drainage de son rein. Il est bouché. Pas étonnant que Saint-Justine soit surprise, un an et demi sans suivi quand ils ont eux-même statué un suivi au six mois.Par contre, une fois à L'hôpital et pris en charge, cela va très bien. Le personnel était souriant et ils m'ont tout expliqué avec détails.Néanmoins, je songe à transférer le dossier de mon fils au Children.#: santé, Hôpital, urgence, clinique, radiologie, médecin, médecine nucléaire, Montréal"
